,SI,MS,NDB,ACB,LSr.m.v,LSr.m.d,LSr.vl,LSr.dl,LSc.v,LSc.d,SF,FS,CP,TTv,TTd,TR,ENTm,ENTl,ILA,PL,ACAv,ACAd,RSPv,RSPv.a,RSPv.b/c,RSPd,AIv,AId,ORBv,ORBm,PTLp,PERI,ECT,VISp,VISpm,AVP,MPO,AHNc,MM,LM,SUMl,LHAa,LHAjvv,LHAjvd,LHAjp,LHAjd,LHAsfp,LHAs,ZI,REr,REc,PT,AV,AD,IAM,VTA
SF,0.7269090980363719,0.6545525346544295,0.7047862092978369,0.3218516734133307,0.5498218458572915,0.29416854567425327,0.458394807588683,0.4866269649126081,0.8092920670460301,0.6212907991001579,1.0,0.2486284821555585,0.5123472687777723,0.38272839235607825,0.3695875241020221,0.4093978715774198,0.029834135758067346,0.3373921451780585,0.31977987367508415,0.39385111696055586,0.47946956366326443,0.46246347409692795,-0.2839838991609798,-0.36572585561755033,-0.24655579839935057,-0.2642948284866889,0.4038893326557846,0.4038893326557846,0.4993691317486109,0.17454051621008881,0.012179734920697773,0.07827069314094762,-0.17584570812428615,-0.2551522615707189,-0.23972211658409529,0.21188785538156849,0.21188785538156849,0.41833859560753883,0.010946135246159804,-0.5241040806584706,0.2356021107158744,0.3393301926309549,0.44879154509255315,0.3974431747303006,0.4251674245612165,0.0022045424660032194,0.38076190849524244,0.10384415686233885,0.3393301926309549,0.05204734297614367,-0.32088468900004724,0.10384415686233885,-0.46147383613659226,-0.4277394629245622,-0.08372183582789218,0.29121200284126875
FS,0.7329325225725953,0.4214876033057851,0.37139067635410367,0.9849027547815338,0.732709203700083,0.3833063830507127,0.8419330000551819,0.8319875547407828,-0.11527554970599399,0.17359639769215926,0.2486284821555585,1.0,0.7732485820701676,0.9350649350649352,0.9165177061813639,0.8103069302271356,0.07288942961247939,0.13738357306087737,0.7236559988222986,0.8778325077460634,0.36539664289267393,0.8701298701298702,-0.019272688727388416,0.15261310175718498,0.34874291623145787,0.1772546409871858,0.8497137892646065,0.8497137892646065,0.5753017106221617,0.8430562268632457,-0.01983799002145386,0.703938787526463,0.3217717981099167,-0.2337662337662338,-0.22202187009935503,0.9367451587623788,0.9367451587623788,0.9263671131731709,0.8736082383428199,-0.35021339079496494,0.9867644004363173,0.9627519361329036,0.8736082383428199,0.9466180622121515,0.791428636483649,0.7145479481869977,0.9584502218257017,0.9584502218257017,0.9627519361329036,0.8477316438548307,0.40249860209537286,0.9584502218257017,-0.11563613236433017,-0.3751404012023585,0.6666666666666667,0.8808752638635535
CP,0.8878767651128605,0.31389298876115707,0.34404410871358243,0.8388023667272024,0.8463522060806533,0.26631182064565373,0.7431494652583108,0.9075411594494891,-0.01392880150442505,-0.03530063278258843,0.5123472687777723,0.7732485820701676,1.0,0.9263671131731709,0.8490318616473262,0.9070253775176266,0.25508451074359473,0.5188603131240367,0.7130699159199353,0.8131951660502859,0.6039749102903637,0.9263671131731707,-0.24102339776292428,-0.04104457505047942,0.07831853783004329,-0.1876604229346814,0.7871469099844897,0.7871469099844897,0.9004858158192863,0.6447621974611619,0.16539535392599136,0.29267738047036346,0.0032755913375342753,-0.15639964248378213,-0.13475177304964536,0.7764257076067383,0.7764257076067383,0.9290780141843972,0.3963829919010305,-0.4258093452707315,0.7871469099844897,0.8918617317773189,0.8918617317773188,0.9070504065714248,0.7331534612619369,0.4290927129556201,0.8878767651128607,0.5745084950730274,0.8918617317773189,0.628248572530677,0.20590857192440462,0.5745084950730274,-0.3749252854089933,-0.34751773049645385,0.12632278815997786,0.8160138752509353
TTv,0.8859623899229173,0.35064935064935054,0.30507091271944226,0.9423522325415481,0.8813186541859904,0.2258769757263128,0.7738521644712048,0.9128654658102586,-0.04725581540742615,0.013307040938074902,0.38272839235607825,0.9350649350649352,0.9263671131731709,1.0,0.8777806940857863,0.9218447145217932,0.19726424998297992,0.2657088885573012,0.6808555985279859,0.8356290217967333,0.41657264329781024,0.9489795918367345,-0.21199957600127198,0.054153036107388225,0.22419187472022287,-0.07295173999812748,0.8399244598951986,0.8399244598951986,0.7170016393468321,0.7240200486516579,0.0935219529582824,0.4703483012269057,0.1500254694484227,-0.17346938775510204,-0.15639964248378208,0.9297019620799549,0.9297019620799549,0.9865208218207795,0.6443815868826046,-0.36975654876343395,0.9476070829586857,0.9945889710579332,0.9245474942228676,0.9814714518370468,0.7254762501100117,0.5247541643900205,0.9745586289152091,0.7973661509306257,0.9945889710579332,0.7992898356345547,0.32096903450675796,0.7973661509306257,-0.24985664314435624,-0.33686076842660756,0.369047619047619,0.8518354199999199
TTd,0.7029327325560875,0.4826631707108957,0.5317274469133195,0.9694471459927221,0.647012470154174,0.5973779533410981,0.9329625759822435,0.8431603159021834,-0.12168880187391504,0.24727851502011094,0.3695875241020221,0.9165177061813639,0.8490318616473262,0.8777806940857863,1.0,0.7975911703699795,0.08503183477006192,0.42995466923994563,0.8862161491550313,0.9748336526744193,0.653504680311514,0.8777806940857861,0.07588100649192363,0.09368447954468705,0.2565858509980321,0.2160142753085361,0.8813462834965567,0.8813462834965567,0.7940850644898332,0.8941541873009824,0.013017787942456215,0.7019852858083899,0.276116952664182,-0.2727085651528656,-0.2562167156450511,0.8088116352104685,0.8088116352104685,0.8992704333424343,0.7721543129809115,-0.45244192773556857,0.8813462834965567,0.8891473907052919,0.889147390705292,0.9157535592199457,0.9304831211439815,0.779912388728428,0.9249114902053784,0.8509185709889482,0.8891473907052919,0.7231714497205041,0.3271954014346475,0.8509185709889482,-0.20867276785278993,-0.4571710024254833,0.6064924860430919,0.9337484248963642
TR,0.8637251994466476,0.4304755566831656,0.3793103448275862,0.8436624053953342,0.7945272003995861,0.1223375457322299,0.636802873303209,0.774309409202218,-0.015356573090100127,-0.017297388269921905,0.4093978715774198,0.8103069302271356,0.9070253775176266,0.9218447145217932,0.7975911703699795,1.0,0.42598368082919097,0.38316294145150664,0.7626253183045647,0.8103448275862069,0.5561240279482094,0.9550045963391237,-0.3149386636715825,-0.14581151212249563,0.0323799668832259,-0.16379310344827586,0.867833391981574,0.867833391981574,0.6888747637021416,0.535643157916064,0.18234920215644917,0.43589871681575926,0.0938952502177785,0.02652790545386452,0.0860110271783956,0.7553057761038383,0.7553057761038383,0.9461212989623519,0.4825365394831148,-0.27384987333106126,0.7978468281120923,0.8922373748933065,0.9377596899388833,0.9335805784003252,0.6567480933175406,0.34472266949824476,0.9213068794097575,0.6333984795942084,0.8922373748933065,0.6926471828716478,0.2576929603189074,0.6333984795942084,-0.2903340805722401,-0.14856450148995606,0.25533108999344634,0.6920456654478331
ENTm,0.22099784804393197,0.15387768473745642,0.09098680561400185,0.10507825406121851,0.16842542096289495,-0.21128856368212914,-0.06616038218669308,0.004824335894463025,-0.05893835692907392,-0.21160914909371792,0.029834135758067346,0.07288942961247939,0.25508451074359473,0.19726424998297992,0.08503183477006192,0.42598368082919097,1.0,0.5903012777011399,0.35231775461981085,0.1737020834449128,0.30892600337216536,0.32453150803651526,-0.33523401397146013,0.019297343577851876,-0.2899725574672267,-0.2564173612758236,0.3088988028763958,0.3088988028763958,0.11664236870396093,-0.17772037879213906,0.6026522383037978,0.04345388137388211,-0.07276680262521168,0.26089787900974765,0.33010936684465203,2.1455838426404026e-17,2.1455838426404026e-17,0.2550845107435948,-0.11356419064487445,0.45044261646145073,0.04029114820126903,0.14850701853560516,0.32322115798925816,0.23589619198599254,0.032315280597061756,-0.19001131891261042,0.22099784804393197,-0.05524946201098296,0.14850701853560516,0.3946021224710546,0.3708835196565606,-0.05524946201098296,0.3966148897690513,0.33010936684465203,-0.13363062095621217,-0.06640158940746628
ENTl,0.28837490036423613,0.19022340885352246,0.3453863134210764,0.2742282905789027,0.2082073028835525,0.39824125363414586,0.38595092748141857,0.3273484540712187,-0.057680458059284345,0.016242576921044773,0.3373921451780585,0.13738357306087737,0.5188603131240367,0.2657088885573012,0.42995466923994563,0.38316294145150664,0.5903012777011399,1.0,0.5952929143367282,0.4533195363651628,0.7146045955988755,0.39025993006853615,0.08009446290572583,0.11331292640926803,-0.08108108108108109,0.005396661147204296,0.36802480954721034,0.36802480954721034,0.6849174907329854,0.25697375791399885,0.43124434601706496,0.07796517989202167,-0.009043018223976641,0.058123819371909656,0.07831853783004332,0.0630441337325862,0.0630441337325862,0.3230639685489286,-0.06839411288813295,0.02099185673907149,0.1051499455849173,0.21658135747908783,0.3875666396994203,0.3036557318319697,0.4849256809800537,0.23875829506884538,0.28837490036423624,6.403209082167209e-17,0.21658135747908783,0.21680296415038902,0.2381376660167885,6.403209082167209e-17,0.01848333759362903,-0.01957963445751083,-0.10656033551516768,0.34658349660669086
ILA,0.5345489080522581,0.5853777824868274,0.6496437896668512,0.810663540738631,0.38846798922897546,0.5611684468205077,0.7619351311860357,0.5848272674064483,-0.14255991457694087,0.27628709392585704,0.31977987367508415,0.7236559988222986,0.7130699159199353,0.6808555985279859,0.8862161491550313,0.7626253183045647,0.35231775461981085,0.5952929143367282,1.0,0.9320976112611346,0.8271468244887623,0.7895027685058561,0.05911842852055291,-0.035693682987247975,0.03536393550515214,0.22125549358218846,0.8713722245022656,0.8713722245022656,0.6970374326528527,0.6943520062295714,0.14383312102360452,0.7388341488480474,0.25045412592274985,-0.11589031464306145,-0.055508436568617696,0.5224435138486826,0.5224435138486826,0.7557687132804105,0.6264394142509798,-0.26856742205915085,0.6420637443700904,0.6761568280804227,0.8253090695687514,0.7746892997965182,0.864402991351359,0.6468427382253732,0.7861013353709679,0.6603251217116131,0.6761568280804227,0.6146383176634703,0.3316978471338025,0.6603251217116131,-0.07524163629888551,-0.26900242337099356,0.5746228101051797,0.7180299303389872
PL,0.6909801595573182,0.6246115920500834,0.6551724137931033,0.9410080675563345,0.5912760561113197,0.5872202195147035,0.8842230979624176,0.7340855437891157,-0.061426292360400314,0.3200016829935547,0.39385111696055586,0.8778325077460634,0.8131951660502859,0.8356290217967333,0.9748336526744193,0.8103448275862069,0.1737020834449128,0.4533195363651628,0.9320976112611346,1.0,0.7610118277186022,0.9019487854313947,0.06889283267815866,0.020111932706551094,0.18348647900494683,0.25,0.9518172686249523,0.9518172686249523,0.7293968086257971,0.7909497098199824,0.12156613477096614,0.7812210768905816,0.33946744309504523,-0.2254871963578487,-0.20329879151257144,0.7049520576969157,0.7049520576969157,0.8913870089397363,0.7465659667474605,-0.42474674230940107,0.8118441408859887,0.8376105968386142,0.928655226929768,0.9103241227106371,0.8756641244233875,0.6821108141135479,0.9213068794097576,0.8061435194835379,0.8376105968386142,0.6926471828716478,0.2331507736218686,0.8061435194835379,-0.17715299831526513,-0.43787432018092315,0.6344590721049271,0.8304547985373997
ACAv,0.43988879279187043,0.6519822451614378,0.7610118277186022,0.5095456916806317,0.24310174090181638,0.5399818518024957,0.5577459598125833,0.33716071315682794,0.07386488642451461,0.3340242454495583,0.47946956366326443,0.36539664289267393,0.6039749102903637,0.41657264329781024,0.653504680311514,0.5561240279482094,0.30892600337216536,0.7146045955988755,0.8271468244887623,0.7610118277186022,1.0,0.6417470450804105,0.06683162878595181,-0.20912499929980463,-0.15574715545103698,0.15366584982779466,0.736635107608724,0.736635107608724,0.6707211814778569,0.3484349358505276,0.32676160123280207,0.5141557531011144,0.18698904658688847,-0.09006976071304007,-0.05973378233640958,0.12822386342782138,0.12822386342782138,0.5376040410276863,0.21638563370731523,-0.3510461712492051,0.2613866510869665,0.37094680064111174,0.680069134508705,0.5386354244771374,0.6003431513005717,0.2770435565702453,0.5376418578567305,0.24438266266215022,0.37094680064111174,0.2204750229726565,-0.11978354360065338,0.24438266266215022,-0.2255567471525874,-0.3252172593871189,0.24956829530904853,0.4111959698293075
ACAd,0.8859623899229173,0.5454545454545453,0.5040302036234264,0.911148516232225,0.8102445691709911,0.26352313834736496,0.7426484481618821,0.796823245580141,0.03150387693828409,0.11310984797363687,0.46246347409692795,0.8701298701298702,0.9263671131731707,0.9489795918367345,0.8777806940857861,0.9550045963391237,0.32453150803651526,0.39025993006853615,0.7895027685058561,0.9019487854313947,0.6417470450804105,1.0,-0.21199957600127206,-0.06188918412272945,0.0996408332089879,-0.03979185818079685,0.9476070829586856,0.9476070829586856,0.7170016393468321,0.6084849345051166,0.24939187455541978,0.5574498384911474,0.20559045813302362,-0.12244897959183679,-0.09624593383617364,0.774751635066629,0.774751635066629,0.9865208218207793,0.5743401100475389,-0.369756548763434,0.8399244598951985,0.9245474942228675,0.9945889710579331,0.9814714518370464,0.699566384034654,0.41190380645668284,0.9745586289152092,0.7087699119383339,0.9245474942228675,0.7326823493316752,0.1793650486949529,0.7087699119383339,-0.24985664314435627,-0.3368607684266076,0.36904761904761907,0.7453559924999298
RSPv,-0.39442966713513744,-0.019272688727388396,0.06889283267815866,-0.0046306222390683225,-0.442989671103031,0.3072673647789124,0.07408995582509252,-0.1607258897152703,-0.3155737041440145,0.13823326479846915,-0.2839838991609798,-0.019272688727388416,-0.24102339776292428,-0.21199957600127198,0.07588100649192363,-0.3149386636715825,-0.33523401397146013,0.08009446290572583,0.05911842852055291,0.06889283267815866,0.06683162878595181,-0.21199957600127206,1.0,0.6486437692080551,0.7886224039948394,0.939895074394879,-0.06392027721005931,-0.06392027721005931,-0.06939315030888377,0.23432014753124525,0.16191735072072874,0.2972943724021598,0.7957223855135175,0.39371349828807656,0.29458415282135186,-0.11497291269829236,-0.11497291269829236,-0.1963894352142345,0.24945922497781903,0.3062609977288139,-0.06392027721005931,-0.16630614998521273,-0.16630614998521268,-0.1593047664170864,0.1153504930667364,0.4270474703972499,-0.13147655571171254,0.13147655571171243,-0.16630614998521273,-0.07413398398728528,0.18212124204330288,0.13147655571171243,0.21348314606741572,0.29458415282135186,0.3886658893356653,0.0790075771899962
RSPv.a,-0.16792143651949304,-0.29045719366690054,-0.2815670578917156,0.1135529455860882,-0.15626442617994346,-0.08562346815634268,0.004731372732753653,0.08504398826979466,-0.45678968923057195,-0.2496936756013154,-0.36572585561755033,0.15261310175718498,-0.04104457505047942,0.054153036107388225,0.09368447954468705,-0.14581151212249563,0.019297343577851876,0.11331292640926803,-0.035693682987247975,0.020111932706551094,-0.20912499929980463,-0.06188918412272945,0.6486437692080551,1.0,0.7743049971299983,0.5832460484899824,-0.06531101891882723,-0.06531101891882723,-0.011817161289227777,0.2686157147988979,0.4608692902798833,0.08914775988786268,0.570809735471762,0.24755673649091758,0.14137575850720685,0.20558025101330407,0.20558025101330407,0.004560508338942178,0.2548868195371082,0.6062911287544327,0.1796053020267749,0.09558255732641557,-0.06372170488427704,0.021315227815974416,0.07857348313452016,0.40425518594730225,0.033584287303898584,0.23509001112729025,0.09558255732641557,0.4292327156830822,0.6691857370274229,0.23509001112729025,0.6486437692080551,0.32379609206489307,0.2166121444295529,0.20181644987353448
RSPv.b/c,9.426946704301726e-18,-0.12681560590234836,-0.14031318982731233,0.2996197989658381,0.03470121714725875,0.061267885174483956,0.20821036877287055,0.23292101539682875,-0.346082748355706,-0.09204126921925361,-0.24655579839935057,0.34874291623145787,0.07831853783004329,0.22419187472022287,0.2565858509980321,0.0323799668832259,-0.2899725574672267,-0.08108108108108109,0.03536393550515214,0.18348647900494683,-0.15574715545103698,0.0996408332089879,0.7886224039948394,0.7743049971299983,1.0,0.7609292217558091,0.10514994558491722,0.10514994558491722,0.050734628943184104,0.41366507371521766,0.17757120130114434,0.2551587705557073,0.804828621933923,0.4317769439056145,0.32306396854892855,0.378264802395517,0.378264802395517,0.1762167101175974,0.44456173377286434,0.3008832799266915,0.36802480954721034,0.27357645155253185,0.10259116933219946,0.19966404284841843,0.18975352734002096,0.49129110716089325,0.2162811752731771,0.4325623505463542,0.27357645155253185,0.29810407570678477,0.3917748698985876,0.4325623505463542,0.1417055882178227,0.32306396854892855,0.37780482591741266,0.34658349660669086
RSPd,-0.28790839981554917,0.21945812693651576,0.25,0.1744109780384585,-0.36030884669283547,0.3670126371966897,0.19063525506529186,-0.13072756259258222,-0.2712994579251013,0.2854069064537109,-0.2642948284866889,0.1772546409871858,-0.1876604229346814,-0.07295173999812748,0.2160142753085361,-0.16379310344827586,-0.2564173612758236,0.005396661147204296,0.22125549358218846,0.25,0.15366584982779466,-0.03979185818079685,0.939895074394879,0.5832460484899824,0.7609292217558091,1.0,0.16796775328675626,0.16796775328675626,-0.1215661347709662,0.31037267094201837,0.18234920215644926,0.5774242742234733,0.906450300179323,0.32496684180984076,0.2423947129572967,-5.590385755085697e-18,-5.590385755085697e-18,-0.03127673715578019,0.4825365394831146,0.2570835545556901,0.0979811894172745,-0.01820892601823076,0.02731338902734612,0.019934104876875282,0.2020763364053971,0.49141316715707206,0.05758167996310983,0.34549007977865903,-0.01820892601823076,0.10822612232369498,0.19633749357631042,0.34549007977865903,0.27557133071263473,0.2032987915125714,0.6421963778623043,0.13840913308956662
AIv,0.7479575920067657,0.7126631780928958,0.671871013147025,0.8956677286155148,0.6300315023626969,0.3972760788523301,0.750780301927711,0.6367824344585655,0.03324571703276046,0.2948984497108881,0.4038893326557846,0.8497137892646065,0.7871469099844897,0.8399244598951986,0.8813462834965567,0.867833391981574,0.3088988028763958,0.36802480954721034,0.8713722245022656,0.9518172686249523,0.736635107608724,0.9476070829586856,-0.06392027721005931,-0.06531101891882723,0.10514994558491722,0.16796775328675626,1.0,1.0,0.592156525463792,0.6014868821051783,0.26318067798390754,0.7721057874907525,0.3635503955594072,-0.12921914767618442,-0.10156734322380508,0.6540699401677286,0.6540699401677286,0.9141060890142461,0.6800092553874449,-0.3448281541042981,0.7727272727272726,0.8278373543847156,0.9756654533819862,0.9278474782242853,0.7109027887971865,0.46445030208707894,0.9349469900084572,0.7479575920067657,0.8278373543847156,0.7029019463944166,0.13947101332164705,0.7479575920067657,-0.1438206237226334,-0.35548570128331786,0.5778967437740469,0.674199862463242
AId,0.7479575920067657,0.7126631780928958,0.671871013147025,0.8956677286155148,0.6300315023626969,0.3972760788523301,0.750780301927711,0.6367824344585655,0.03324571703276046,0.2948984497108881,0.4038893326557846,0.8497137892646065,0.7871469099844897,0.8399244598951986,0.8813462834965567,0.867833391981574,0.3088988028763958,0.36802480954721034,0.8713722245022656,0.9518172686249523,0.736635107608724,0.9476070829586856,-0.06392027721005931,-0.06531101891882723,0.10514994558491722,0.16796775328675626,1.0,1.0,0.592156525463792,0.6014868821051783,0.26318067798390754,0.7721057874907525,0.3635503955594072,-0.12921914767618442,-0.10156734322380508,0.6540699401677286,0.6540699401677286,0.9141060890142461,0.6800092553874449,-0.3448281541042981,0.7727272727272726,0.8278373543847156,0.9756654533819862,0.9278474782242853,0.7109027887971865,0.46445030208707894,0.9349469900084572,0.7479575920067657,0.8278373543847156,0.7029019463944166,0.13947101332164705,0.7479575920067657,-0.1438206237226334,-0.35548570128331786,0.5778967437740469,0.674199862463242
ORBv,0.6766649524509584,0.17854191019308466,0.32417635938924305,0.6863682813667188,0.6296912574265237,0.46004370622823615,0.7435656381472786,0.8390184515351722,-0.08421519210665193,-0.010163420395767448,0.4993691317486109,0.5753017106221617,0.9004858158192863,0.7170016393468321,0.7940850644898332,0.6888747637021416,0.11664236870396093,0.6849174907329854,0.6970374326528527,0.7293968086257971,0.6707211814778569,0.7170016393468321,-0.06939315030888377,-0.011817161289227777,0.050734628943184104,-0.1215661347709662,0.592156525463792,0.592156525463792,1.0,0.6824001677357668,0.04761904761904761,0.17296473465284207,-0.09336461443340123,-0.2182178902359924,-0.2021498770206561,0.5917263354139387,0.5917263354139387,0.7167132003459626,0.2567762955065478,-0.4728662437434604,0.592156525463792,0.6847367880174606,0.6847367880174606,0.6949520531646717,0.7915594835766294,0.5257643958895871,0.6766649524509585,0.4059989714705752,0.6847367880174606,0.4069784637782399,0.1874631730660141,0.4059989714705752,-0.41635890185330254,-0.38592249249397986,0.03636964837266541,0.8132500607904443
