Abbr.,MS,NDB,LSr.m.v,LSr.m.d,MEAad,MEApv,COApm,COApl,TR,ENTm,ENTl,ILA,ACAv,ACAd,RSPv.a,RSPv.b/c,RSPd,RSPagl,ORBv,ORBm,PERI,ECT,VISp,VISpm,BMAp,BLAa,BLAp,LA,PA,EPv,EPd,CLA,DMHa,DMHp,DMHv,PH,AHNc,AHNp,TM,SUMm,SUMl,RCH,LHAa,LHAjvv,LHAsfa,REr,REc,PVT,PT,AV,AD,AMd,IAM,LD,PR,RH,VM,LP,RL,IF,CS,DR,SNc,VTA,RR,NI,LC
EPv,0.5904935756660239,-0.007668747735922389,0.5141085078906393,-0.5246230625870018,0.9677522113163293,0.9954022744967957,0.724905218071182,0.5079640961089473,0.3307204509202701,0.03897339882103129,-0.32725731411722675,0.494619366829498,-0.045871559633027525,-0.046083438634110914,0.23704991151750873,-0.04266497375409482,0.13616567825846332,0.13761467889908258,0.04673713708096721,-0.046083438634110914,0.11730928305086626,0.38739888371194825,0.0,0.04673713708096721,0.8499865082577391,0.7429587926554864,0.6211685666097135,0.7042221943978824,0.520842919224889,1.0,0.6677361452198223,0.09216687726822183,0.3497487083913345,0.3497487083913345,0.3497487083913345,-0.4147509477069983,0.5141085078906393,0.3497487083913345,0.5990847022434419,-0.27305583202620687,-0.18707231434095017,0.5141085078906393,0.5141085078906393,0.5079640961089473,0.39251775853767235,0.7901663717250291,0.5066541846734067,0.6146788990825688,0.7208771201918646,0.25066986593126067,-0.03846722930102533,0.0,-0.04789131426105757,0.023945657130528784,0.5697042407528651,0.023006243207767167,0.05119796850491379,0.045871559633027525,0.07259717215323001,0.041218280569124834,-0.43450099283590293,-0.3528290743136345,0.3047784576653684,0.038343738679611945,0.39103094350288753,0.283328836085913,-0.5161608454238116
EPd,0.7235359517703827,-0.31008683647302115,0.629940788348712,-0.23570226039551584,0.6459751934999393,0.6708203932499369,0.46226240839628696,0.45643546458763845,0.23918696011959548,-0.23113120419814348,-0.032274861218395144,0.45555555555555555,-0.0741929050244247,-0.037267799624996496,0.22821773229381923,-0.16101529717988264,0.043183351708753044,0.0741929050244247,0.0,-0.037267799624996496,-0.45325979795746774,-0.04095300778893008,0.037267799624996496,0.0,0.5782774091253798,0.3267686915507325,0.3721042037676254,0.4490731195102493,0.5095246653650681,0.6677361452198223,1.0,0.07453559924999299,0.7071067811865475,0.7071067811865475,0.7071067811865475,-0.037267799624996496,0.629940788348712,0.35355339059327373,0.6459751934999393,0.08050764858994132,0.13657752975344842,0.629940788348712,0.629940788348712,0.45643546458763845,0.356533872326883,0.18257418583505536,0.06303578296313003,0.37096452512212347,0.2698959481797065,0.07166776363062764,-0.25923792368260634,-0.35839146815241635,-0.5163977794943223,-0.13985773194637896,0.12285902336679023,-0.21706078553111482,-0.28752731639264756,-0.0741929050244247,0.41314111293384675,0.32222222222222224,0.0,-0.39629696195060854,0.36514837167011077,0.3204230643554552,0.35839146815241635,0.829227982896771,-0.16865480854231357
CLA,-0.2773500981126146,0.2388292511525292,-0.4225771273642583,-0.5270462766947299,-0.009259259259259259,0.041666666666666664,-0.3171426653710842,-0.5103103630798288,-0.607770797907894,-0.1487829788160642,-0.3608439182435161,0.4265092623749599,0.9401021481358627,0.9583333333333334,0.8335069263637203,0.9001028747788695,0.8328378480345866,0.9954022744967957,0.9860132971832692,0.9583333333333334,-0.05892556509887896,0.6104913953275068,0.9861111111111112,0.9860132971832692,-0.07319250547113999,-0.05892556509887896,-0.215716742976478,-0.38036288715636535,-0.5063696835418333,0.09216687726822183,0.07453559924999299,1.0,-0.5270462766947299,-0.5270462766947299,-0.5270462766947299,-0.4166666666666667,-0.4225771273642583,-0.5270462766947299,-0.4166666666666667,-0.5143444998736397,-0.6264546476465861,-0.4225771273642583,-0.4225771273642583,-0.5103103630798288,-0.5143444998736397,0.24948506639458295,-0.09396819714698791,-0.4147509477069983,-0.29370610099770444,0.7058806758474298,0.7149307976302595,0.4714045207910317,0.45706896310845374,0.8179128813519698,-0.10302042296151677,0.6394460595374168,-0.2743170665992745,0.9401021481358627,-0.607770797907894,-0.6211299937499416,0.11904761904761904,0.0,-0.5103103630798288,-0.8089377861617925,-0.7071067811865475,-0.008132500607904443,-0.23570226039551584
DMHa,0.6577935144802718,-0.3654408413779288,0.8017837257372731,0.16666666666666666,0.43920523057894156,0.3952847075210474,0.48287448723185405,0.6454972243679028,0.5381432046835163,-0.14857676530210895,0.4183991758720019,-0.07856742013183861,-0.5246230625870018,-0.5270462766947299,-0.3227486121839514,-0.6506000486323554,-0.4961976634488731,-0.5246230625870018,-0.5345224838248488,-0.5270462766947299,-0.37267799624996495,-0.43437224276306935,-0.5270462766947299,-0.5345224838248488,0.4243342123957528,0.14907119849998599,0.3654408413779288,0.5051814855409225,0.6805446536716203,0.3497487083913345,0.7071067811865475,-0.5270462766947299,1.0,1.0,1.0,0.3074436614052591,0.8017837257372731,0.5833333333333334,0.7905694150420948,0.5286125395137888,0.5571628698829085,0.8017837257372731,0.8017837257372731,0.6454972243679028,0.6099375455928332,-0.14344382763731175,-0.07428838265105447,0.4371858854891681,0.22901430620717222,-0.43437224276306935,-0.6599120175960898,-0.6708203932499369,-0.6846531968814576,-0.494471753303275,-0.036197686896922446,-0.6212494303424789,-0.20331251519761107,-0.5246230625870018,0.8456536073598113,0.7463904912524668,0.07529232524210427,-0.2802242691589025,0.6454972243679028,0.8405139351692362,0.6708203932499369,0.7715167498104596,0.14907119849998599
DMHp,0.6577935144802718,-0.3654408413779288,0.8017837257372731,0.16666666666666666,0.43920523057894156,0.3952847075210474,0.48287448723185405,0.6454972243679028,0.5381432046835163,-0.14857676530210895,0.4183991758720019,-0.07856742013183861,-0.5246230625870018,-0.5270462766947299,-0.3227486121839514,-0.6506000486323554,-0.4961976634488731,-0.5246230625870018,-0.5345224838248488,-0.5270462766947299,-0.37267799624996495,-0.43437224276306935,-0.5270462766947299,-0.5345224838248488,0.4243342123957528,0.14907119849998599,0.3654408413779288,0.5051814855409225,0.6805446536716203,0.3497487083913345,0.7071067811865475,-0.5270462766947299,1.0,1.0,1.0,0.3074436614052591,0.8017837257372731,0.5833333333333334,0.7905694150420948,0.5286125395137888,0.5571628698829085,0.8017837257372731,0.8017837257372731,0.6454972243679028,0.6099375455928332,-0.14344382763731175,-0.07428838265105447,0.4371858854891681,0.22901430620717222,-0.43437224276306935,-0.6599120175960898,-0.6708203932499369,-0.6846531968814576,-0.494471753303275,-0.036197686896922446,-0.6212494303424789,-0.20331251519761107,-0.5246230625870018,0.8456536073598113,0.7463904912524668,0.07529232524210427,-0.2802242691589025,0.6454972243679028,0.8405139351692362,0.6708203932499369,0.7715167498104596,0.14907119849998599
DMHv,0.6577935144802718,-0.3654408413779288,0.8017837257372731,0.16666666666666666,0.43920523057894156,0.3952847075210474,0.48287448723185405,0.6454972243679028,0.5381432046835163,-0.14857676530210895,0.4183991758720019,-0.07856742013183861,-0.5246230625870018,-0.5270462766947299,-0.3227486121839514,-0.6506000486323554,-0.4961976634488731,-0.5246230625870018,-0.5345224838248488,-0.5270462766947299,-0.37267799624996495,-0.43437224276306935,-0.5270462766947299,-0.5345224838248488,0.4243342123957528,0.14907119849998599,0.3654408413779288,0.5051814855409225,0.6805446536716203,0.3497487083913345,0.7071067811865475,-0.5270462766947299,1.0,1.0,1.0,0.3074436614052591,0.8017837257372731,0.5833333333333334,0.7905694150420948,0.5286125395137888,0.5571628698829085,0.8017837257372731,0.8017837257372731,0.6454972243679028,0.6099375455928332,-0.14344382763731175,-0.07428838265105447,0.4371858854891681,0.22901430620717222,-0.43437224276306935,-0.6599120175960898,-0.6708203932499369,-0.6846531968814576,-0.494471753303275,-0.036197686896922446,-0.6212494303424789,-0.20331251519761107,-0.5246230625870018,0.8456536073598113,0.7463904912524668,0.07529232524210427,-0.2802242691589025,0.6454972243679028,0.8405139351692362,0.6708203932499369,0.7715167498104596,0.14907119849998599
PH,0.15793547253634996,-0.2966105215926572,-0.04695301415158425,0.7905694150420948,-0.4166666666666667,-0.4166666666666667,-0.20751310203293163,0.13608276348795434,-0.2836263723570172,0.019576707738955815,0.3929189331984953,-0.6211299937499416,-0.4147509477069983,-0.4166666666666667,-0.5103103630798288,-0.5143444998736397,-0.6035056869815845,-0.4147509477069983,-0.4225771273642583,-0.4166666666666667,-0.7071067811865475,-0.8012699563673527,-0.4166666666666667,-0.4225771273642583,-0.06912625516718776,-0.04321208107251123,-0.16563964192836703,-0.22441410342225557,0.12237267352260972,-0.4147509477069983,-0.037267799624996496,-0.4166666666666667,0.3074436614052591,0.3074436614052591,0.3074436614052591,1.0,-0.04695301415158425,0.3074436614052591,-0.009259259259259259,0.9001028747788695,0.7595762602714856,-0.04695301415158425,-0.04695301415158425,0.13608276348795434,0.21859641244629688,-0.7824758900557375,-0.8222217250361442,-0.4147509477069983,-0.6035056869815845,-0.8012699563673527,-0.8115430675802946,-0.8249579113843054,-0.7216878364870322,-0.6014065304058601,-0.8012699563673527,-0.8089377861617925,-0.5143444998736397,-0.4147509477069983,0.3160408149121049,0.24431113087497702,0.26587301587301587,0.41775498892201246,-0.10206207261596575,0.38520846960085353,-0.18463343730982074,0.02846375212766555,0.7621039752788346
AHNc,0.3906726924487462,-0.3906726924487462,1.0,-0.0890870806374748,0.6103891839705953,0.563436169819011,0.7544674054654764,0.8625819491779428,0.780763315142435,-0.5162145405816418,0.08132500607904443,0.12598815766974242,-0.4206342337287049,-0.4225771273642583,-0.17251638983558856,-0.521640530957301,-0.32643545542741914,-0.4206342337287049,-0.42857142857142855,-0.4225771273642583,-0.15936381457791915,-0.1934847750885717,-0.4225771273642583,-0.42857142857142855,0.659828879073858,0.3984095364447979,0.6641435771628685,0.8100925873009825,0.8987170342729172,0.5141085078906393,0.629940788348712,-0.4225771273642583,0.8017837257372731,0.8017837257372731,0.8017837257372731,-0.04695301415158425,1.0,0.8017837257372731,0.6103891839705953,0.2608202654786505,0.23825286488383468,1.0,1.0,0.8625819491779428,0.8259308406823933,0.1533479020760787,0.19854405406986222,0.6075827820525738,0.44884875121270135,-0.1934847750885717,-0.4311239909182913,-0.4382504900892777,-0.4879500364742666,-0.3253000243161777,0.23218173010628604,-0.3906726924487462,-0.043470044246441755,-0.4206342337287049,0.6163920909019224,0.5459486832355505,-0.20122720350678966,-0.29957234475763905,0.8625819491779428,0.6250763079179938,0.6772962119561564,0.6185895741317419,-0.19920476822239894
AHNp,0.1827204206889644,-0.6212494303424789,0.8017837257372731,0.16666666666666666,0.43920523057894156,0.3952847075210474,0.6685954438594902,0.9682458365518541,0.5381432046835163,-0.5571628698829085,-0.03803628871563654,-0.07856742013183861,-0.5246230625870018,-0.5270462766947299,-0.3227486121839514,-0.6506000486323554,-0.4961976634488731,-0.5246230625870018,-0.5345224838248488,-0.5270462766947299,-0.37267799624996495,-0.43437224276306935,-0.5270462766947299,-0.5345224838248488,0.6943650748294137,0.5590169943749475,0.5481612620668932,0.6856034446626805,0.9607689228305228,0.3497487083913345,0.35355339059327373,-0.5270462766947299,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.3074436614052591,0.8017837257372731,1.0,0.43920523057894156,0.5286125395137888,0.4085861045807996,0.8017837257372731,0.8017837257372731,0.9682458365518541,0.9759000729485332,-0.03586095690932794,-0.07428838265105447,0.4371858854891681,0.22901430620717222,-0.43437224276306935,-0.6599120175960898,-0.6708203932499369,-0.6846531968814576,-0.494471753303275,-0.036197686896922446,-0.6212494303424789,-0.20331251519761107,-0.5246230625870018,0.38438800334536877,0.31426968052735443,-0.4141077888315735,0.08006407690254357,0.6454972243679028,0.47507309379130747,0.4099457958749615,0.27003086243366087,0.0
TM,0.6278898054493913,-0.42372931656093893,0.6103891839705953,-0.17568209223157663,0.7037037037037037,0.6527777777777778,0.5011637181172689,0.6123724356957945,0.46190580640999945,0.10962956333815256,0.20046884346862004,0.1987615979999813,-0.4147509477069983,-0.4166666666666667,-0.13608276348795434,-0.5143444998736397,-0.29370610099770444,-0.4147509477069983,-0.4225771273642583,-0.4166666666666667,-0.10213764617139019,-0.12972942150709518,-0.4166666666666667,-0.4225771273642583,0.46355253465055324,0.24355900240869968,0.2080125735844609,0.45643546458763845,0.6076436202502,0.5990847022434419,0.6459751934999393,-0.4166666666666667,0.7905694150420948,0.7905694150420948,0.7905694150420948,-0.009259259259259259,0.6103891839705953,0.43920523057894156,1.0,0.1928791874526149,0.32497334846666653,0.6103891839705953,0.6103891839705953,0.6123724356957945,0.522916908204867,0.25704521992169155,0.2975659576321284,0.7004682672384859,0.54717848952997,-0.12972942150709518,-0.38644907980014026,-0.39283710065919303,-0.45706896310845374,-0.2926845114641853,0.3319546962093318,-0.3428355379447597,0.004286204165613664,-0.4147509477069983,0.5834599659915782,0.5176083281249513,-0.30158730158730157,-0.324920546939343,0.4252586358998573,0.597073127881323,0.7228202652129152,0.6099375455928332,-0.14927809825049337
SUMm,0.181883209317138,-0.4493585171364586,0.2608202654786505,0.6912625516718777,-0.18430677912138757,-0.24431363743997886,0.06887313614597299,0.393712992717945,0.03000994244042291,-0.13049646848710672,0.5902019092232705,-0.5252165646105695,-0.5119796850491378,-0.5143444998736397,-0.629940788348712,-0.6349206349206349,-0.744983593779457,-0.5119796850491378,-0.521640530957301,-0.5143444998736397,-0.694660283917909,-0.8654704694402322,-0.5143444998736397,-0.521640530957301,0.14305541795999813,0.08728715609439695,0.09629111081495541,0.06690804516600755,0.36332560397733393,-0.27305583202620687,0.08050764858994132,-0.5143444998736397,0.5286125395137888,0.5286125395137888,0.5286125395137888,0.9001028747788695,0.2608202654786505,0.5286125395137888,0.1928791874526149,1.0,0.8844760641903899,0.2608202654786505,0.2608202654786505,0.393712992717945,0.5119047619047619,-0.6614378277661477,-0.6851064595573102,-0.2133248687704741,-0.40601605860980405,-0.8901981971385245,-0.8765666977630625,-0.8910563851303022,-0.7349684152591671,-0.5605062156774456,-0.7171041032504781,-0.8987170342729172,-0.6349206349206349,-0.5119796850491378,0.5551839351478238,0.45621000867633416,0.16899890710133875,0.38676596552425874,0.22047927592204922,0.60627736439046,0.04364357804719848,0.21458312693999718,0.7092081432669752
