,SI,MS,NDB,BSTam,BSTfu,BSTv,BSTal,BSTov,BSTpr,BSTif,BSTtr,OT,ACB,LSr.m.v,LSr.m.d,LSr.vl,LSr.dl,LSc.v,LSc.d,SF,FS,CP,AAA,CEAc,IA,MEAad,MEApd,AOA,TTv,TTd,PIR,COAa,COApm,COApl,NLOT,PAA,TR,ENTm,ENTl,ILA,PL,ACAv,ACAd,RSPv,RSPv.a,RSPv.b/c,RSPd,RSPagl,AIv,AId,AIp,ORBv,ORBm,MOs,PTLp,PERI,ECT,VISp,VISpm,BMAa,BMAp,BLAa,BLAp,LA,PA,EPv,EPd,CLA,AVPV,I,AVP,MPO,VLP,SBPV,AHA,DMHa,PH,MPNl,AHNa,AHNc,AHNp,VMHvl,VMHc,PMv,PMd,TM,MM,LM,SUMl,LPO,RCH,LHAa,LHAjvv,LHAjvd,LHAjp,LHAjd,LHAsfp,LHAs,TU,ZI,RT,REr,REc,PVT,PT,AV,AD,IAM,LD,VTA,PAGrn,DTN
IA,0.7458677371482704,-0.07288942961247939,-0.11166562507172967,0.9987677136415695,0.8017837257372732,0.8017837257372732,0.9600014517991345,0.8017837257372732,0.5426095162342934,0.8017837257372732,0.8017837257372732,0.6520506636966263,0.7413854592097082,0.8509916006546271,0.03521476061368817,0.601281120461417,0.9117994840535032,-0.12524400847428205,-0.2240567460992308,0.23121455212502243,0.7774872491997801,0.7765072606459429,0.4082482904638631,0.9813011697606205,1.0,0.9128709291752768,0.8017837257372732,0.8017837257372732,0.8685990362153794,0.6457104952851573,0.6974927175058553,0.6974927175058553,0.6520506636966263,0.8693407647038403,0.8017837257372732,0.8860042627777079,0.7010119796169695,0.011904761904761911,0.06990409867513497,0.32521638887982535,0.5086989586601018,-0.010531568296778369,0.677698149135076,-0.2549667148515331,0.1736760922006672,0.302917760925585,-0.22953489598077756,0.33391354845187293,0.4633482043145936,0.4633482043145936,0.5426095162342934,0.6123724356957945,0.6700538605811731,0.02086959677824205,-0.11664236870396087,0.10591883584883768,-0.057173916348380635,-0.181355842726288,-0.18005965464253748,0.46482686988660976,0.8500422625508152,0.5426095162342934,0.9600014517991345,0.5426095162342934,0.9987677136415695,0.8017837257372732,0.8017837257372732,0.6974927175058553,0.9600014517991345,0.998360385845819,0.9421279329352287,0.9421279329352287,-0.03340765523905304,0.998360385845819,0.9914601339836676,0.9987677136415695,0.9128709291752768,0.9914601339836676,0.9600014517991345,0.7765072606459429,0.9813011697606205,0.9914601339836676,0.9914601339836676,0.9987677136415695,0.9600014517991345,0.8017837257372732,0.48483173698388726,-0.2895702534395041,0.8662596863272839,0.8017837257372732,0.9128709291752768,0.8779385507546065,0.615867341574127,0.7602870511980977,0.5574385902993148,0.48030638947354304,0.7458677371482704,0.6629935441317959,0.9600014517991345,0.8779385507546065,0.18954384914393643,0.6853615811339369,0.42386687960749797,1.0,0.6629935441317959,-0.25496671485153305,-0.23632829671833044,0.1336306209562122,-0.19970872433422765,0.7968190728895956,0.8017837257372732,0.634745449542008
MEAad,0.9078412990032037,0.2217954711246666,0.18122009407318743,0.9320070332440737,0.9759000729485331,0.9759000729485331,0.9906649065282938,0.9759000729485331,0.8382549209085562,0.9759000729485331,0.9759000729485331,0.9047619047619048,0.8526478526309363,0.9225040231868104,0.10286889997472794,0.682118282104749,0.9248391580327325,-0.026901556326953898,-0.11363049444421881,0.4085207284591252,0.8428227902737333,0.9451345393829478,0.7453559924999299,0.9743803729770204,0.9128709291752768,1.0,0.9759000729485331,0.9759000729485331,0.9759000729485331,0.7859337864122529,0.9292682312599511,0.9292682312599511,0.9047619047619048,0.9953575840972947,0.9759000729485331,0.9981029150569846,0.9061004703659374,0.21735022123220873,0.28361519782546996,0.5690211252745292,0.7248803762927498,0.34610265132310636,0.9061929248807808,-0.3103356025270492,0.026423975943792328,0.17016911869528192,-0.22652511759148433,0.22861497842960626,0.7356123579206245,0.7356123579206245,0.8382549209085562,0.7453559924999299,0.6314040674128693,0.3810249640493438,0.10647942749998998,0.2677575491958242,0.01897905677874027,-0.13941429613550474,-0.12327841818038444,0.7857906233685649,0.9910091593448171,0.8382549209085562,0.9906649065282938,0.8382549209085562,0.9320070332440739,0.9759000729485331,0.9759000729485331,0.9292682312599511,0.9906649065282938,0.8880056045383772,0.8997354108424374,0.8997354108424374,0.24397501823713327,0.8880056045383772,0.9583148474999099,0.9320070332440739,1.0,0.9583148474999099,0.9906649065282938,0.9451345393829477,0.9743803729770205,0.9583148474999099,0.9583148474999099,0.9320070332440739,0.9906649065282938,0.9759000729485331,0.4784743764693455,-0.3524536884251207,0.8827348295047495,0.9759000729485331,1.0,0.9569487529386911,0.8612538776448219,0.9253919291561848,0.6371930928643098,0.40473022158234073,0.9078412990032038,0.6657502859356828,0.9906649065282938,0.9569487529386911,0.10647942749999006,0.7280252083092641,0.29020181417544144,0.9128709291752769,0.6657502859356828,-0.31033560252704917,-0.28764964242089713,0.16265001215808889,-0.24307771832986083,0.8001322641986387,0.9759000729485331,0.48795003647426655
MEApd,0.9302605094190632,0.3636363636363636,0.32496684180984076,0.8304547985373996,1.0,1.0,0.9370425713316365,1.0,0.9370425713316365,1.0,1.0,0.975900072948533,0.8518614552445117,0.8955334711889901,0.13176156917368248,0.6771206439123043,0.8664485777182116,0.027565892320998594,-0.04657464328326221,0.4744237363580554,0.8181818181818181,0.9684747092264969,0.8728715609439696,0.901819276961163,0.8017837257372732,0.9759000729485331,1.0,1.0,0.9642857142857143,0.8053424814670562,0.9874838622020375,0.9874838622020375,0.9759000729485331,0.9923721235559483,1.0,0.9874838622020375,0.9516886081573908,0.31180478223116176,0.37780482591741266,0.6591261645324119,0.7892051872524702,0.5122717640554154,0.9642857142857141,-0.31799936400190804,-0.05415303610738829,0.08718572905786445,-0.20890725544918337,0.1561737618886061,0.82915619758885,0.82915619758885,0.9370425713316365,0.7637626158259735,0.5661220593180516,0.5466081666101211,0.21821789023599236,0.3353409184673307,0.058343238118830985,-0.10714285714285719,-0.0842151921066519,0.9018192769611633,0.9963221648111514,0.9370425713316365,0.9370425713316365,0.9370425713316365,0.8304547985373997,1.0,1.0,0.9874838622020375,0.9370425713316365,0.7662610281769212,0.8134892168199606,0.8134892168199606,0.37499999999999994,0.7662610281769212,0.8728715609439697,0.8304547985373997,0.9759000729485331,0.8728715609439697,0.9370425713316365,0.9684747092264969,0.9018192769611633,0.8728715609439697,0.8728715609439697,0.8304547985373997,0.9370425713316365,1.0,0.4412613040609141,-0.36115755925730764,0.82915619758885,1.0,0.9759000729485331,0.9315516419063742,0.9315516419063742,0.94824455372798,0.6347917188462602,0.3357298148516799,0.9302605094190634,0.6201736729460422,0.9370425713316365,0.9315516419063742,0.054554472558998104,0.6993786061802353,0.19824558013652693,0.8017837257372732,0.6201736729460422,-0.3179993640019081,-0.2947531723732817,0.16666666666666669,-0.24908054120278794,0.7453559924999299,1.0,0.37499999999999994
AOA,0.9302605094190632,0.3636363636363636,0.32496684180984076,0.8304547985373996,1.0,1.0,0.9370425713316365,1.0,0.9370425713316365,1.0,1.0,0.975900072948533,0.8518614552445117,0.8955334711889901,0.13176156917368248,0.6771206439123043,0.8664485777182116,0.027565892320998594,-0.04657464328326221,0.4744237363580554,0.8181818181818181,0.9684747092264969,0.8728715609439696,0.901819276961163,0.8017837257372732,0.9759000729485331,1.0,1.0,0.9642857142857143,0.8053424814670562,0.9874838622020375,0.9874838622020375,0.9759000729485331,0.9923721235559483,1.0,0.9874838622020375,0.9516886081573908,0.31180478223116176,0.37780482591741266,0.6591261645324119,0.7892051872524702,0.5122717640554154,0.9642857142857141,-0.31799936400190804,-0.05415303610738829,0.08718572905786445,-0.20890725544918337,0.1561737618886061,0.82915619758885,0.82915619758885,0.9370425713316365,0.7637626158259735,0.5661220593180516,0.5466081666101211,0.21821789023599236,0.3353409184673307,0.058343238118830985,-0.10714285714285719,-0.0842151921066519,0.9018192769611633,0.9963221648111514,0.9370425713316365,0.9370425713316365,0.9370425713316365,0.8304547985373997,1.0,1.0,0.9874838622020375,0.9370425713316365,0.7662610281769212,0.8134892168199606,0.8134892168199606,0.37499999999999994,0.7662610281769212,0.8728715609439697,0.8304547985373997,0.9759000729485331,0.8728715609439697,0.9370425713316365,0.9684747092264969,0.9018192769611633,0.8728715609439697,0.8728715609439697,0.8304547985373997,0.9370425713316365,1.0,0.4412613040609141,-0.36115755925730764,0.82915619758885,1.0,0.9759000729485331,0.9315516419063742,0.9315516419063742,0.94824455372798,0.6347917188462602,0.3357298148516799,0.9302605094190634,0.6201736729460422,0.9370425713316365,0.9315516419063742,0.054554472558998104,0.6993786061802353,0.19824558013652693,0.8017837257372732,0.6201736729460422,-0.3179993640019081,-0.2947531723732817,0.16666666666666669,-0.24908054120278794,0.7453559924999299,1.0,0.37499999999999994
TTv,0.8859623899229173,0.35064935064935054,0.30507091271944226,0.8897729984329281,0.9642857142857143,0.9642857142857143,0.9593531087442945,0.9642857142857143,0.8478004216810042,0.9642857142857143,0.9642857142857143,0.9061929248807806,0.9423522325415481,0.8813186541859904,0.2258769757263128,0.7738521644712048,0.9128654658102586,-0.04725581540742615,0.013307040938074902,0.38272839235607825,0.9350649350649352,0.9263671131731709,0.7637626158259735,0.9386282270412107,0.8685990362153794,0.9759000729485331,0.9642857142857143,0.9642857142857143,1.0,0.8777806940857863,0.9270256665570147,0.9270256665570147,0.9061929248807807,0.9766201850868063,0.9642857142857141,0.9774074962612006,0.9218447145217932,0.19726424998297992,0.2657088885573012,0.6808555985279859,0.8356290217967333,0.41657264329781024,0.9489795918367345,-0.21199957600127198,0.054153036107388225,0.22419187472022287,-0.07295173999812748,0.17848429930126403,0.8399244598951986,0.8399244598951986,0.8478004216810042,0.7170016393468321,0.7240200486516579,0.4015896734278441,0.0935219529582824,0.4703483012269057,0.1500254694484227,-0.17346938775510204,-0.15639964248378208,0.8005946642410325,0.9744249743757416,0.8478004216810042,0.9593531087442945,0.8478004216810042,0.8897729984329282,0.9642857142857141,0.9642857142857141,0.9270256665570147,0.9593531087442945,0.8415188077300116,0.9297019620799549,0.9297019620799549,0.4285714285714285,0.8415188077300116,0.9196325374231109,0.8897729984329282,0.975900072948533,0.9196325374231109,0.9593531087442945,0.9865208218207795,0.9386282270412107,0.9196325374231109,0.9196325374231109,0.8897729984329282,0.9593531087442945,0.9642857142857141,0.6443815868826046,-0.36975654876343395,0.9476070829586857,0.9642857142857141,0.975900072948533,0.9945889710579332,0.9245474942228676,0.9814714518370468,0.7254762501100117,0.5247541643900205,0.9745586289152091,0.7973661509306257,0.9593531087442945,0.9945889710579332,0.06234796863885498,0.7992898356345547,0.32096903450675796,0.8685990362153794,0.7973661509306257,-0.24985664314435624,-0.33686076842660756,0.369047619047619,-0.284663475660329,0.8518354199999199,0.9642857142857141,0.6071428571428571
TTd,0.7029327325560875,0.4826631707108957,0.5317274469133195,0.6688005282003335,0.8053424814670562,0.8053424814670562,0.7546401896364912,0.8053424814670562,0.7546401896364912,0.8053424814670562,0.8053424814670562,0.785933786412253,0.9694471459927221,0.647012470154174,0.5973779533410981,0.9329625759822435,0.8431603159021834,-0.12168880187391504,0.24727851502011094,0.3695875241020221,0.9165177061813639,0.8490318616473262,0.7029605488926393,0.7262733743427295,0.6457104952851573,0.7859337864122529,0.8053424814670562,0.8053424814670562,0.8777806940857863,1.0,0.7952627039944613,0.7952627039944613,0.785933786412253,0.7991994285232796,0.8053424814670561,0.7952627039944615,0.7975911703699795,0.08503183477006192,0.42995466923994563,0.8862161491550313,0.9748336526744193,0.653504680311514,0.8777806940857861,0.07588100649192363,0.09368447954468705,0.2565858509980321,0.2160142753085361,0.38197836759377946,0.8813462834965567,0.8813462834965567,0.7546401896364912,0.7940850644898332,0.8941541873009824,0.5683092786151354,0.013017787942456215,0.7019852858083899,0.276116952664182,-0.2727085651528656,-0.2562167156450511,0.7262733743427295,0.8023805645496425,0.7546401896364912,0.7546401896364912,0.7546401896364912,0.6688005282003335,0.8053424814670561,0.8053424814670561,0.7952627039944613,0.7546401896364912,0.6171025578834995,0.8088116352104685,0.8088116352104685,0.6562049848990829,0.6171025578834995,0.7029605488926393,0.6688005282003335,0.7859337864122531,0.7029605488926393,0.7546401896364912,0.8992704333424343,0.7262733743427295,0.7029605488926393,0.7029605488926393,0.6688005282003335,0.7546401896364912,0.8053424814670561,0.7721543129809115,-0.45244192773556857,0.8813462834965567,0.8053424814670561,0.7859337864122531,0.8891473907052919,0.889147390705292,0.9157535592199457,0.9304831211439815,0.779912388728428,0.9249114902053784,0.8509185709889482,0.7546401896364912,0.8891473907052919,-0.07810672765473765,0.7231714497205041,0.3271954014346475,0.6457104952851573,0.8509185709889482,-0.20867276785278993,-0.4571710024254833,0.6064924860430919,-0.3863313829313092,0.9337484248963642,0.8053424814670561,0.656204984899083
PIR,0.9186172406951716,0.45526853387236793,0.4191340565394025,0.7321970641463629,0.9874838622020375,0.9874838622020375,0.8702361782561561,0.9874838622020375,0.9803926565164287,0.9874838622020375,0.9874838622020375,0.9981029150569843,0.8257928567378054,0.8492325948743573,0.14869991224849016,0.6532391254791593,0.7983090780189739,0.0661078364058782,0.0032851220450027126,0.5078543367343985,0.7758801774444581,0.9563531463119763,0.9389060962972072,0.8223790247681445,0.6974927175058553,0.9292682312599511,0.9874838622020375,0.9874838622020375,0.9270256665570147,0.7952627039944613,1.0,1.0,0.9981029150569843,0.9605079760148187,0.9874838622020375,0.9502487562189055,0.9561495664805123,0.3707393723679771,0.43457224041189535,0.704520114144416,0.8120722345450926,0.6170381440371502,0.9774074962612006,-0.3140192401423957,-0.1107701591509581,0.024598428702560123,-0.18992011936941683,0.09914083043424562,0.8719457906211825,0.8719457906211825,0.9803926565164287,0.7542032576813631,0.5019918672444706,0.6499232217356102,0.29244616114175304,0.3741494265332124,0.08504777092569756,-0.08061092752669695,-0.053460734887004875,0.958684940475572,0.9703376079411282,0.9803926565164287,0.8702361782561561,0.9803926565164287,0.732197064146363,0.9874838622020375,0.9874838622020375,1.0,0.8702361782561561,0.6553306139038204,0.7268020000007915,0.7268020000007915,0.4584746503080888,0.6553306139038204,0.7849870641173373,0.732197064146363,0.9292682312599511,0.7849870641173373,0.8702361782561561,0.9563531463119763,0.8223790247681447,0.7849870641173373,0.7849870641173373,0.732197064146363,0.8702361782561561,0.9874838622020375,0.4011560027446664,-0.3566372614788673,0.765610938106404,0.9874838622020375,0.9292682312599511,0.8853097991606432,0.9544746272200684,0.9363761942273532,0.6140537909095591,0.27580882057466444,0.9186172406951716,0.5686678156684396,0.8702361782561561,0.8853097991606432,0.015391903217987016,0.6577381782593682,0.1258484857313793,0.6974927175058553,0.5686678156684396,-0.3140192401423957,-0.29106400105147107,0.1645806437003396,-0.2459630148263027,0.6834536560328877,0.9874838622020375,0.28213824634343926
COAa,0.9186172406951716,0.45526853387236793,0.4191340565394025,0.7321970641463629,0.9874838622020375,0.9874838622020375,0.8702361782561561,0.9874838622020375,0.9803926565164287,0.9874838622020375,0.9874838622020375,0.9981029150569843,0.8257928567378054,0.8492325948743573,0.14869991224849016,0.6532391254791593,0.7983090780189739,0.0661078364058782,0.0032851220450027126,0.5078543367343985,0.7758801774444581,0.9563531463119763,0.9389060962972072,0.8223790247681445,0.6974927175058553,0.9292682312599511,0.9874838622020375,0.9874838622020375,0.9270256665570147,0.7952627039944613,1.0,1.0,0.9981029150569843,0.9605079760148187,0.9874838622020375,0.9502487562189055,0.9561495664805123,0.3707393723679771,0.43457224041189535,0.704520114144416,0.8120722345450926,0.6170381440371502,0.9774074962612006,-0.3140192401423957,-0.1107701591509581,0.024598428702560123,-0.18992011936941683,0.09914083043424562,0.8719457906211825,0.8719457906211825,0.9803926565164287,0.7542032576813631,0.5019918672444706,0.6499232217356102,0.29244616114175304,0.3741494265332124,0.08504777092569756,-0.08061092752669695,-0.053460734887004875,0.958684940475572,0.9703376079411282,0.9803926565164287,0.8702361782561561,0.9803926565164287,0.732197064146363,0.9874838622020375,0.9874838622020375,1.0,0.8702361782561561,0.6553306139038204,0.7268020000007915,0.7268020000007915,0.4584746503080888,0.6553306139038204,0.7849870641173373,0.732197064146363,0.9292682312599511,0.7849870641173373,0.8702361782561561,0.9563531463119763,0.8223790247681447,0.7849870641173373,0.7849870641173373,0.732197064146363,0.8702361782561561,0.9874838622020375,0.4011560027446664,-0.3566372614788673,0.765610938106404,0.9874838622020375,0.9292682312599511,0.8853097991606432,0.9544746272200684,0.9363761942273532,0.6140537909095591,0.27580882057466444,0.9186172406951716,0.5686678156684396,0.8702361782561561,0.8853097991606432,0.015391903217987016,0.6577381782593682,0.1258484857313793,0.6974927175058553,0.5686678156684396,-0.3140192401423957,-0.29106400105147107,0.1645806437003396,-0.2459630148263027,0.6834536560328877,0.9874838622020375,0.28213824634343926
COApm,0.9078412990032037,0.48795003647426655,0.45305023518296866,0.6888747637021416,0.9759000729485331,0.9759000729485331,0.8382549209085562,0.9759000729485331,0.9906649065282938,0.9759000729485331,0.9759000729485331,1.0,0.8100154599993895,0.8253983365355674,0.1543033499620919,0.6394858894732022,0.7662953023699783,0.08070466898086169,0.022726098888843718,0.5174595893815586,0.7541046018238666,0.9451345393829477,0.9583148474999099,0.7857906233685649,0.6520506636966263,0.9047619047619048,0.9759000729485331,0.9759000729485331,0.9061929248807807,0.785933786412253,0.9981029150569843,0.9981029150569843,1.0,0.9415544714433869,0.975900072948533,0.9292682312599511,0.9514054938842341,0.3912303982179758,0.45378431652075185,0.7174614188244063,0.8154904233293435,0.6537494524992009,0.975900072948533,-0.31033560252704917,-0.1321198797189618,7.417082002778282e-18,-0.1812200940731874,0.0762049928098687,0.8827348295047495,0.8827348295047495,0.9906649065282938,0.7453559924999299,0.47355305055965174,0.6858449352888187,0.3194382824999699,0.3867609043939683,0.09489528389370146,-0.06970714806775234,-0.04109280606012809,0.9743803729770204,0.9536125872940693,0.9906649065282938,0.8382549209085562,0.9906649065282938,0.6888747637021416,0.975900072948533,0.975900072948533,0.9981029150569843,0.8382549209085562,0.6075827820525738,0.6880329612324521,0.6880329612324521,0.48795003647426655,0.6075827820525738,0.74535599249993,0.6888747637021416,0.9047619047619048,0.74535599249993,0.8382549209085562,0.9451345393829477,0.7857906233685649,0.74535599249993,0.74535599249993,0.6888747637021416,0.8382549209085562,0.975900072948533,0.3827795011754764,-0.35245368842512065,0.7356123579206245,0.975900072948533,0.9047619047619048,0.8612538776448219,0.9569487529386911,0.9253919291561848,0.6017934765940703,0.25054728002716325,0.9078412990032037,0.5447047794019222,0.8382549209085562,0.8612538776448219,3.704098577861011e-17,0.6370220572706061,0.09673393805848049,0.6520506636966263,0.5447047794019222,-0.3103356025270491,-0.2876496424208971,0.16265001215808883,-0.2430777183298608,0.654653670707977,0.975900072948533,0.24397501823713325
COApl,0.9231645971924342,0.28568288405398506,0.2457051694416012,0.8927968746036021,0.9923721235559483,0.9923721235559483,0.9729456174105681,0.9923721235559483,0.8868442353388364,0.9923721235559483,0.9923721235559483,0.9415544714433869,0.8574057772896257,0.9161315405599654,0.1162280072924011,0.6839978672759934,0.9046227178879952,-0.003039513677811563,-0.08473552570793151,0.440033329230351,0.8370007304739564,0.9610873038053281,0.8060596958779539,0.9482105675453084,0.8693407647038403,0.9953575840972947,0.9923721235559483,0.9923721235559483,0.9766201850868063,0.7991994285232796,0.9605079760148187,0.9605079760148187,0.9415544714433869,1.0,0.9923721235559483,0.9993949386065121,0.9316321007994046,0.26031107643674306,0.3268559290026112,0.6121690449480403,0.7575909391116038,0.42146435195164234,0.9372403389139511,-0.3155737041440145,-0.00895666057314847,0.13458773547166347,-0.22011088095810105,0.19803317876498286,0.7812743502698718,0.7812743502698718,0.8868442353388364,0.7579367289598671,0.606391349419331,0.4563373249801778,0.15639964248378208,0.2991685370135538,0.03645442417855369,-0.1260155077531363,-0.10678747820059202,0.8416700543379704,0.9992856153288127,0.8868442353388364,0.9729456174105681,0.8868442353388364,0.8927968746036024,0.9923721235559483,0.9923721235559483,0.9605079760148187,0.9729456174105681,0.8396260924519805,0.8670828379992298,0.8670828379992298,0.30322481553098424,0.8396260924519805,0.926367113173171,0.8927968746036024,0.9953575840972947,0.926367113173171,0.9729456174105681,0.9610873038053281,0.9482105675453084,0.926367113173171,0.926367113173171,0.8927968746036024,0.9729456174105681,0.9923721235559483,0.4649259986721441,-0.3584026940184576,0.8643886428517731,0.9923721235559483,0.9953575840972947,0.9514764623988067,0.8974152997625109,0.941011461433398,0.6399488061431808,0.37672040071787843,0.9231645971924342,0.6496343461724537,0.9729456174105681,0.9514764623988067,0.08421519210665193,0.7197491597174454,0.25138155049724015,0.8693407647038403,0.6496343461724537,-0.3155737041440145,-0.29250483159292595,0.1653953539259914,-0.2471805856098755,0.780763315142435,0.9923721235559483,0.4410542771359771
NLOT,0.9302605094190632,0.3636363636363636,0.32496684180984076,0.8304547985373996,1.0,1.0,0.9370425713316365,1.0,0.9370425713316365,1.0,1.0,0.975900072948533,0.8518614552445117,0.8955334711889901,0.13176156917368248,0.6771206439123043,0.8664485777182116,0.027565892320998594,-0.04657464328326221,0.4744237363580554,0.8181818181818181,0.9684747092264969,0.8728715609439696,0.901819276961163,0.8017837257372732,0.9759000729485331,1.0,1.0,0.9642857142857141,0.8053424814670561,0.9874838622020375,0.9874838622020375,0.975900072948533,0.9923721235559483,1.0,0.9874838622020375,0.9516886081573908,0.31180478223116176,0.37780482591741266,0.6591261645324119,0.7892051872524702,0.5122717640554154,0.9642857142857141,-0.31799936400190804,-0.05415303610738829,0.08718572905786445,-0.20890725544918337,0.1561737618886061,0.82915619758885,0.82915619758885,0.9370425713316365,0.7637626158259735,0.5661220593180516,0.5466081666101211,0.21821789023599236,0.3353409184673307,0.058343238118830985,-0.10714285714285719,-0.0842151921066519,0.9018192769611633,0.9963221648111514,0.9370425713316365,0.9370425713316365,0.9370425713316365,0.8304547985373997,1.0,1.0,0.9874838622020375,0.9370425713316365,0.7662610281769212,0.8134892168199606,0.8134892168199606,0.37499999999999994,0.7662610281769212,0.8728715609439697,0.8304547985373997,0.9759000729485331,0.8728715609439697,0.9370425713316365,0.9684747092264969,0.9018192769611633,0.8728715609439697,0.8728715609439697,0.8304547985373997,0.9370425713316365,1.0,0.4412613040609141,-0.36115755925730764,0.82915619758885,1.0,0.9759000729485331,0.9315516419063742,0.9315516419063742,0.94824455372798,0.6347917188462602,0.3357298148516799,0.9302605094190634,0.6201736729460422,0.9370425713316365,0.9315516419063742,0.054554472558998104,0.6993786061802353,0.19824558013652693,0.8017837257372732,0.6201736729460422,-0.3179993640019081,-0.2947531723732817,0.16666666666666669,-0.24908054120278794,0.7453559924999299,1.0,0.37499999999999994
PAA,0.9186172406951717,0.26290154772911384,0.2226649675365576,0.9079243595414899,0.9874838622020375,0.9874838622020375,0.9803926565164289,0.9874838622020375,0.8702361782561562,0.9874838622020375,0.9874838622020375,0.9292682312599511,0.8566060230339922,0.9194171068474448,0.11152493418636762,0.6840522917753462,0.91289889783031,-0.011666088777507959,-0.09526853930507868,0.42911723026394916,0.8400025061588763,0.9563531463119765,0.7849870641173374,0.9586849404755722,0.8860042627777079,0.9981029150569846,0.9874838622020375,0.9874838622020375,0.9774074962612006,0.7952627039944615,0.9502487562189055,0.9502487562189055,0.9292682312599511,0.9993949386065121,0.9874838622020375,1.0,0.9234047183133716,0.24506500885340862,0.31158009689909477,0.5972327871173476,0.7465825382108109,0.3946820560958348,0.9270256665570148,-0.3140192401423957,0.003819660660377863,0.14759057221536073,-0.2226649675365576,0.20929730869451854,0.7656109381064041,0.7656109381064041,0.8702361782561562,0.7542032576813631,0.6160809279818504,0.4296102652150644,0.13852712896188302,0.2881380641117844,0.030178241296215307,-0.13099275723088252,-0.1128615514281214,0.8223790247681446,0.9973665106692934,0.8702361782561562,0.9803926565164289,0.8702361782561562,0.90792435954149,0.9874838622020374,0.9874838622020374,0.9502487562189055,0.9803926565164289,0.8580101852142803,0.8798129473693793,0.8798129473693793,0.28213824634343926,0.8580101852142803,0.9389060962972074,0.90792435954149,0.9981029150569845,0.9389060962972074,0.9803926565164289,0.9563531463119765,0.9586849404755722,0.9389060962972074,0.9389060962972074,0.90792435954149,0.9803926565164289,0.9874838622020374,0.4703208308040917,-0.3566372614788673,0.8719457906211825,0.9874838622020374,0.9981029150569845,0.9544746272200685,0.8853097991606433,0.9363761942273533,0.6396393655307908,0.38724672787755915,0.9186172406951716,0.6561551719251226,0.9803926565164289,0.9544746272200685,0.09235141930792207,0.7235119960853049,0.265680136544023,0.8860042627777079,0.6561551719251226,-0.3140192401423957,-0.29106400105147107,0.16458064370033956,-0.2459630148263027,0.7886003723456396,0.9874838622020374,0.4584746503080888
TR,0.8637251994466476,0.4304755566831656,0.3793103448275862,0.732505027112,0.9516886081573908,0.9516886081573908,0.8555218160844689,0.9516886081573908,0.9280236649051865,0.9516886081573908,0.9516886081573908,0.9514054938842341,0.8436624053953342,0.7945272003995861,0.1223375457322299,0.636802873303209,0.774309409202218,-0.015356573090100127,-0.017297388269921905,0.4093978715774198,0.8103069302271356,0.9070253775176266,0.8813544770895049,0.8133948015337399,0.7010119796169695,0.9061004703659374,0.9516886081573908,0.9516886081573908,0.9218447145217932,0.7975911703699795,0.9561495664805123,0.9561495664805123,0.9514054938842341,0.9316321007994046,0.9516886081573908,0.9234047183133716,1.0,0.42598368082919097,0.38316294145150664,0.7626253183045647,0.8103448275862069,0.5561240279482094,0.9550045963391237,-0.3149386636715825,-0.14581151212249563,0.0323799668832259,-0.16379310344827586,0.05800147905657412,0.867833391981574,0.867833391981574,0.9280236649051865,0.6888747637021416,0.535643157916064,0.565514420801598,0.18234920215644917,0.43589871681575926,0.0938952502177785,0.02652790545386452,0.0860110271783956,0.9031074634676083,0.9392936282801035,0.9280236649051865,0.8555218160844689,0.9280236649051865,0.732505027112,0.9516886081573908,0.9516886081573908,0.9561495664805121,0.8555218160844689,0.662542937910066,0.7553057761038383,0.7553057761038383,0.487450262714761,0.662542937910066,0.7800493647803662,0.732505027112,0.9061004703659373,0.7800493647803662,0.8555218160844689,0.9461212989623519,0.8133948015337399,0.7800493647803662,0.7800493647803662,0.732505027112,0.8555218160844689,0.9516886081573908,0.4825365394831148,-0.27384987333106126,0.7978468281120923,0.9516886081573908,0.9061004703659373,0.8922373748933065,0.9377596899388833,0.9335805784003252,0.6567480933175406,0.34472266949824476,0.9213068794097575,0.6333984795942084,0.8555218160844689,0.8922373748933065,-0.030391533692741533,0.6926471828716478,0.2576929603189074,0.7010119796169695,0.6333984795942084,-0.2903340805722401,-0.14856450148995606,0.25533108999344634,-0.3237716673238236,0.6920456654478331,0.9516886081573908,0.3713906763541037
